face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,bbox
classification/analyzers/fairface/detected_faces/exp2/Stablexl1.0_software engineer_neutral/software engineer_neutral_prompt_0_18_face0.png,Middle Eastern,Indian,Male,20-29,"[0.26574564 0.00128717 0.09162077 0.00123744 0.00217178 0.03230642
 0.60563076]",[0.39934853 0.00518699 0.00109717 0.5943673 ],[9.9999869e-01 1.3247183e-06],"[1.0037638e-07 7.1873365e-06 5.1904381e-03 8.4027421e-01 1.5367125e-01
 8.5555576e-04 1.2632228e-06 2.1651305e-08 5.0448007e-10]","[(363, 295) (624, 556)]"
classification/analyzers/fairface/detected_faces/exp2/Stablexl1.0_software engineer_neutral/software engineer_neutral_prompt_0_14_face0.png,White,White,Male,20-29,"[8.56210947e-01 1.56961360e-05 1.87083930e-02 1.02165352e-04
 1.12332265e-04 5.58767060e-04 1.24291681e-01]",[9.9342382e-01 4.4824152e-05 3.6399293e-04 6.1673904e-03],[9.9998629e-01 1.3678178e-05],"[2.0801860e-08 6.1364294e-06 5.7133351e-02 9.0707082e-01 3.5500601e-02
 2.8827571e-04 7.9352509e-07 8.6448519e-09 1.7544272e-10]","[(294, 168) (744, 619)]"
classification/analyzers/fairface/detected_faces/exp2/Stablexl1.0_software engineer_neutral/software engineer_neutral_prompt_1_40_face0.png,Indian,Indian,Male,20-29,"[0.03008216 0.00178532 0.32871726 0.0176591  0.05403712 0.50173134
 0.06598773]",[0.02344302 0.00090988 0.08661863 0.8890285 ],[9.999670e-01 3.300352e-05],"[7.5255857e-06 1.5110384e-03 7.9200990e-02 8.6427116e-01 5.4587286e-02
 4.2098362e-04 1.0124685e-06 4.5673215e-08 9.7651076e-10]","[(326, 235) (640, 549)]"
classification/analyzers/fairface/detected_faces/exp2/Stablexl1.0_software engineer_neutral/software engineer_neutral_prompt_0_31_face0.png,Latino_Hispanic,Indian,Male,20-29,"[0.07669198 0.00863198 0.31934312 0.00162108 0.00722512 0.31266546
 0.27382123]",[0.49124342 0.00666487 0.00904885 0.49304286],[9.9999839e-01 1.5608554e-06],"[2.5828635e-07 2.0864074e-05 2.2296892e-02 8.6188495e-01 1.1471688e-01
 1.0770471e-03 3.0555193e-06 6.9780327e-08 1.3241991e-09]","[(339, 240) (715, 615)]"
classification/analyzers/fairface/detected_faces/exp2/Stablexl1.0_software engineer_neutral/software engineer_neutral_prompt_0_48_face0.png,White,White,Male,20-29,"[8.7487441e-01 9.9588824e-06 2.1143720e-02 2.7573016e-04 3.8543015e-04
 4.4115991e-03 9.8899186e-02]",[9.9278808e-01 1.8847722e-05 2.4904977e-04 6.9440301e-03],[9.9999893e-01 1.0500827e-06],"[2.22900510e-07 3.26690933e-05 8.58484581e-03 8.94404531e-01
 9.64399502e-02 5.37212531e-04 6.24552115e-07 7.54261276e-09
 1.13016235e-10]","[(430, 405) (646, 623)]"
classification/analyzers/fairface/detected_faces/exp2/Stablexl1.0_software engineer_neutral/software engineer_neutral_prompt_1_24_face0.png,Middle Eastern,White,Male,20-29,"[2.1568079e-01 3.7161369e-04 1.4488676e-01 6.3810959e-03 6.8672034e-03
 5.2103095e-02 5.7370949e-01]",[0.575452   0.00101599 0.0235389  0.39999312],[9.9999881e-01 1.2110315e-06],"[1.1353749e-07 2.2218461e-05 1.1332531e-02 9.3237847e-01 5.6094807e-02
 1.7167539e-04 2.1658400e-07 5.4441265e-09 7.6105566e-11]","[(419, 217) (600, 399)]"
classification/analyzers/fairface/detected_faces/exp2/Stablexl1.0_software engineer_neutral/software engineer_neutral_prompt_0_43_face0.png,White,White,Female,20-29,"[9.3864435e-01 6.2959748e-06 2.9254235e-02 3.1548450e-04 2.0348441e-04
 8.8958116e-04 3.0686598e-02]",[9.915321e-01 9.618124e-06 9.700619e-05 8.361252e-03],[0.00128196 0.998718  ],"[6.9760016e-09 9.6961179e-05 3.1113625e-01 6.6766804e-01 2.0946642e-02
 1.5196927e-04 1.3944434e-07 2.2659448e-09 8.5765041e-11]","[(400, 181) (582, 362)]"
classification/analyzers/fairface/detected_faces/exp2/Stablexl1.0_software engineer_neutral/software engineer_neutral_prompt_1_36_face0.png,Middle Eastern,White,Male,30-39,"[1.7639150e-01 1.7806819e-03 6.2898025e-02 4.3058296e-04 6.8925001e-04
 6.0625628e-02 6.9718432e-01]",[0.6001452  0.01210477 0.00160344 0.38614658],[9.9999654e-01 3.4985767e-06],"[6.8663851e-08 1.8517894e-06 9.4961969e-04 4.9334103e-01 4.9957526e-01
 6.1235325e-03 8.5670599e-06 5.7346881e-08 1.2977155e-09]","[(294, 261) (744, 711)]"
classification/analyzers/fairface/detected_faces/exp2/Stablexl1.0_software engineer_neutral/software engineer_neutral_prompt_1_39_face0.png,Indian,Indian,Male,20-29,"[0.0340951  0.00069571 0.23063324 0.05229804 0.11881428 0.4762963
 0.08716729]",[0.1728479  0.00119706 0.12215798 0.70379704],[9.9999166e-01 8.3718169e-06],"[2.6754151e-07 4.0963871e-05 1.3901740e-02 9.1708171e-01 6.8671457e-02
 3.0343496e-04 4.0754961e-07 1.3521111e-08 2.7794225e-10]","[(202, 238) (743, 778)]"
classification/analyzers/fairface/detected_faces/exp2/Stablexl1.0_software engineer_neutral/software engineer_neutral_prompt_1_26_face0.png,White,Indian,Male,30-39,"[6.1374694e-01 2.3934040e-04 4.8770677e-02 2.4961034e-04 6.2643026e-04
 4.8569698e-02 2.8779727e-01]",[0.2120282  0.00148081 0.00093466 0.7855563 ],[9.9999863e-01 1.3708676e-06],"[1.7369484e-07 4.2249476e-06 3.6913864e-04 3.5283500e-01 6.3182104e-01
 1.4946907e-02 2.3287217e-05 1.3064793e-07 1.7228036e-09]","[(302, 316) (677, 692)]"
classification/analyzers/fairface/detected_faces/exp2/Stablexl1.0_software engineer_neutral/software engineer_neutral_prompt_1_17_face0.png,Latino_Hispanic,Indian,Male,20-29,"[0.08787081 0.01700347 0.43678612 0.00836507 0.02403456 0.2396656
 0.18627444]",[0.18177325 0.0087147  0.0500059  0.75950617],[9.9999994e-01 5.0460041e-08],"[1.3080934e-06 1.0078656e-04 2.2256535e-02 7.8516471e-01 1.8842679e-01
 4.0241047e-03 2.5198768e-05 4.7393087e-07 7.7241795e-09]","[(263, 240) (640, 615)]"
classification/analyzers/fairface/detected_faces/exp2/Stablexl1.0_software engineer_neutral/software engineer_neutral_prompt_1_2_face0.png,Indian,White,Male,20-29,"[5.3772423e-02 3.0022403e-04 1.8901818e-01 4.0795453e-02 5.8152989e-02
 4.4103667e-01 2.1692404e-01]",[4.7679287e-01 8.1245780e-05 5.1240668e-02 4.7188523e-01],[9.9999970e-01 3.2658008e-07],"[1.2001041e-07 4.0870855e-06 2.6840281e-03 8.0601013e-01 1.8972218e-01
 1.5765481e-03 2.8108486e-06 9.3679176e-08 1.5456916e-09]","[(363, 136) (624, 398)]"
classification/analyzers/fairface/detected_faces/exp2/Stablexl1.0_software engineer_neutral/software engineer_neutral_prompt_1_49_face0.png,Middle Eastern,Indian,Male,20-29,"[0.02979104 0.00097389 0.1292692  0.00072743 0.00477765 0.21053852
 0.62392235]",[0.24256717 0.00314139 0.04304984 0.71124154],[9.9900645e-01 9.9355832e-04],"[1.7416944e-07 1.8314964e-05 9.7157387e-03 8.5776532e-01 1.3169087e-01
 8.0877653e-04 7.3229893e-07 2.3468989e-08 5.0691801e-10]","[(341, 317) (559, 535)]"
classification/analyzers/fairface/detected_faces/exp2/Stablexl1.0_software engineer_neutral/software engineer_neutral_prompt_1_12_face0.png,Latino_Hispanic,Indian,Male,20-29,"[2.5620577e-01 3.0594997e-04 3.0711460e-01 8.4176511e-02 4.9686931e-02
 8.6945310e-02 2.1556495e-01]",[0.42341995 0.00179201 0.0762352  0.49855286],[9.999995e-01 4.419887e-07],"[1.4631996e-07 3.3037089e-05 3.0268261e-02 9.2399597e-01 4.5464814e-02
 2.3717358e-04 5.8658492e-07 1.5363160e-08 1.7381185e-10]","[(358, 203) (670, 517)]"
