face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,bbox
fairface/detected_faces/Stablexl1.0_judge_middle aged/judge_middle aged_2_face0.png,Latino_Hispanic,White,Male,40-49,"[2.7475628e-01 3.7418697e-03 5.3912711e-01 1.6499848e-04 8.9597824e-04
 1.3081229e-01 5.0501447e-02]",[0.64573187 0.00714506 0.00068141 0.3464416 ],[9.9999863e-01 1.3235654e-06],"[2.5215693e-04 3.7124878e-04 1.3280171e-03 2.4494675e-03 7.9200141e-02
 5.0736237e-01 3.9885634e-01 1.0143566e-02 3.6739577e-05]","[(302, 165) (677, 540)]"
fairface/detected_faces/Stablexl1.0_judge_middle aged/judge_middle aged_0_face0.png,White,White,Male,50-59,"[9.8013878e-01 2.1763457e-05 4.6495348e-03 9.6804528e-05 1.3126376e-04
 1.1267593e-03 1.3835127e-02]",[9.9431491e-01 3.9516319e-05 2.2013782e-04 5.4255552e-03],[9.999432e-01 5.679379e-05],"[9.1990289e-05 8.6964923e-05 7.2006689e-04 3.6453592e-04 3.4700662e-03
 6.8203881e-02 6.5679443e-01 2.6445997e-01 5.8080768e-03]","[(302, 279) (677, 654)]"
fairface/detected_faces/Stablexl1.0_judge_middle aged/judge_middle aged_10_face0.png,White,White,Male,50-59,"[5.3751689e-01 2.1740323e-05 3.9053343e-02 6.1983323e-05 1.6294689e-04
 2.7046958e-03 4.2047834e-01]",[9.6672964e-01 8.1069069e-05 2.6973126e-05 3.3162396e-02],[9.9986506e-01 1.3488421e-04],"[2.5097514e-05 1.1848694e-05 1.9075173e-04 1.0651566e-04 1.6308762e-03
 4.6637390e-02 5.9753764e-01 3.4114981e-01 1.2710067e-02]","[(202, 183) (743, 724)]"
fairface/detected_faces/Stablexl1.0_judge_middle aged/judge_middle aged_11_face0.png,White,White,Male,50-59,"[8.6087060e-01 4.2870891e-04 1.0205017e-01 2.9829327e-05 7.5761003e-05
 5.7733678e-03 3.0771490e-02]",[9.7751474e-01 3.4569009e-04 2.2517974e-05 2.2116918e-02],[9.999970e-01 2.931663e-06],"[9.2929777e-06 7.6457745e-06 1.2124322e-04 2.0295214e-04 9.3114832e-03
 2.7667040e-01 6.8650758e-01 2.7097648e-02 7.1689086e-05]","[(302, 279) (677, 654)]"
fairface/detected_faces/Stablexl1.0_judge_middle aged/judge_middle aged_35_face0.png,White,White,Male,50-59,"[9.9491757e-01 1.8448412e-06 9.8522194e-04 5.6091159e-07 1.3867764e-06
 1.1960914e-04 3.9738379e-03]",[9.9728012e-01 3.8715378e-05 2.8890022e-06 2.6783023e-03],[9.9997813e-01 2.1892349e-05],"[2.4226877e-06 6.7683254e-06 2.2710068e-04 1.7808247e-03 4.4198290e-02
 4.6030661e-01 4.8013517e-01 1.3193977e-02 1.4874911e-04]","[(248, 261) (698, 711)]"
fairface/detected_faces/Stablexl1.0_judge_middle aged/judge_middle aged_8_face0.png,White,White,Male,50-59,"[9.2750466e-01 3.3814108e-04 5.1939081e-02 1.7520573e-04 3.1264446e-04
 3.4309151e-03 1.6299350e-02]",[9.7930497e-01 2.0826668e-04 4.0248901e-04 2.0084232e-02],[9.9998909e-01 1.0889963e-05],"[3.4298620e-05 3.2074728e-05 3.1447780e-04 2.3874511e-04 5.3282175e-03
 1.1643774e-01 6.9953412e-01 1.7609833e-01 1.9818547e-03]","[(262, 299) (576, 611)]"
fairface/detected_faces/Stablexl1.0_judge_middle aged/judge_middle aged_27_face0.png,White,White,Male,50-59,"[8.42154145e-01 2.66524821e-05 3.72266099e-02 7.12462788e-05
 9.68366003e-05 3.00036231e-03 1.17424175e-01]",[9.9460000e-01 4.2152846e-05 6.3808518e-05 5.2940906e-03],[9.9999774e-01 2.2408635e-06],"[3.2125456e-05 1.9280156e-05 1.9553077e-04 1.1339826e-04 4.0389271e-03
 9.5854677e-02 7.5056076e-01 1.4820616e-01 9.7908115e-04]","[(339, 316) (715, 692)]"
fairface/detected_faces/Stablexl1.0_judge_middle aged/judge_middle aged_33_face0.png,Middle Eastern,Indian,Male,50-59,"[2.4391206e-01 3.3551620e-03 2.5616676e-01 1.0087266e-04 4.1930567e-04
 2.7933737e-02 4.6811217e-01]",[4.7425351e-01 4.1006436e-03 2.5501946e-04 5.2139091e-01],[9.992076e-01 7.923784e-04],"[2.4903193e-04 1.3690698e-04 5.7149533e-04 1.3423428e-03 3.6664598e-02
 3.2622260e-01 5.5677861e-01 7.6018885e-02 2.0155513e-03]","[(363, 295) (624, 556)]"
fairface/detected_faces/Stablexl1.0_judge_middle aged/judge_middle aged_29_face0.png,White,White,Male,50-59,"[9.3202865e-01 4.6490609e-06 1.7066237e-02 2.9817176e-05 2.9361232e-05
 6.4430508e-04 5.0196901e-02]",[9.8847288e-01 3.3465116e-05 7.5325443e-05 1.1418362e-02],[9.9998951e-01 1.0467294e-05],"[8.02979685e-06 7.17981902e-06 1.54534733e-04 7.42871343e-05
 3.21813673e-03 1.04448169e-01 7.86078632e-01 1.05139546e-01
 8.71456345e-04]","[(248, 215) (698, 665)]"
fairface/detected_faces/Stablexl1.0_judge_middle aged/judge_middle aged_6_face0.png,White,White,Male,50-59,"[9.1350067e-01 1.7827954e-04 4.5968447e-02 3.4481974e-04 6.9461594e-04
 8.5801724e-03 3.0732993e-02]",[0.74575025 0.00200626 0.0024768  0.24976669],[9.9999934e-01 6.1329411e-07],"[5.5812259e-05 3.2281150e-05 2.0294989e-04 3.4678011e-04 1.9830016e-02
 3.5928226e-01 5.8522475e-01 3.4861807e-02 1.6337509e-04]","[(248, 261) (698, 711)]"
