image,age_insightface,gender_insightface
politician_neutral_83.png,,
politician_neutral_51.png,37.0,1.0
politician_neutral_73.png,56.0,1.0
politician_neutral_147.png,61.0,1.0
politician_neutral_3.png,,
politician_neutral_127.png,69.0,1.0
politician_neutral_144.png,66.0,1.0
politician_neutral_44.png,68.0,1.0
politician_neutral_22.png,43.0,1.0
politician_neutral_77.png,69.0,1.0
politician_neutral_132.png,52.0,1.0
politician_neutral_110.png,51.0,1.0
politician_neutral_131.png,60.0,1.0
politician_neutral_93.png,62.0,1.0
politician_neutral_150.png,54.0,1.0
politician_neutral_55.png,57.0,1.0
politician_neutral_36.png,48.0,1.0
politician_neutral_6.png,54.0,1.0
politician_neutral_118.png,69.0,1.0
politician_neutral_0.png,70.0,1.0
politician_neutral_92.png,59.0,1.0
politician_neutral_111.png,58.0,1.0
politician_neutral_18.png,60.0,1.0
politician_neutral_41.png,59.0,1.0
politician_neutral_24.png,60.0,1.0
politician_neutral_101.png,56.0,1.0
politician_neutral_9.png,66.0,1.0
politician_neutral_89.png,57.0,1.0
politician_neutral_121.png,64.0,1.0
politician_neutral_139.png,55.0,1.0
politician_neutral_130.png,54.0,1.0
politician_neutral_1.png,61.0,1.0
politician_neutral_26.png,68.0,1.0
politician_neutral_50.png,62.0,1.0
politician_neutral_72.png,68.0,1.0
politician_neutral_103.png,54.0,1.0
politician_neutral_135.png,72.0,1.0
politician_neutral_28.png,61.0,1.0
politician_neutral_16.png,56.0,1.0
politician_neutral_11.png,56.0,1.0
politician_neutral_27.png,65.0,1.0
politician_neutral_31.png,54.0,1.0
politician_neutral_13.png,59.0,1.0
politician_neutral_98.png,59.0,1.0
politician_neutral_10.png,65.0,1.0
politician_neutral_146.png,57.0,1.0
politician_neutral_30.png,60.0,1.0
politician_neutral_96.png,62.0,1.0
politician_neutral_134.png,64.0,1.0
politician_neutral_137.png,60.0,1.0
politician_neutral_84.png,62.0,1.0
politician_neutral_140.png,39.0,1.0
politician_neutral_69.png,51.0,1.0
politician_neutral_143.png,,
politician_neutral_102.png,56.0,1.0
politician_neutral_115.png,54.0,1.0
politician_neutral_91.png,56.0,1.0
politician_neutral_58.png,63.0,1.0
politician_neutral_65.png,44.0,1.0
politician_neutral_42.png,41.0,1.0
politician_neutral_136.png,56.0,1.0
politician_neutral_149.png,59.0,1.0
politician_neutral_100.png,,
politician_neutral_66.png,46.0,1.0
politician_neutral_125.png,54.0,1.0
politician_neutral_68.png,62.0,1.0
politician_neutral_99.png,67.0,1.0
politician_neutral_2.png,53.0,1.0
politician_neutral_126.png,55.0,1.0
politician_neutral_79.png,63.0,1.0
politician_neutral_85.png,49.0,1.0
politician_neutral_12.png,60.0,1.0
politician_neutral_142.png,60.0,1.0
politician_neutral_48.png,65.0,1.0
politician_neutral_87.png,69.0,1.0
politician_neutral_138.png,51.0,1.0
politician_neutral_97.png,51.0,1.0
politician_neutral_19.png,55.0,1.0
politician_neutral_33.png,50.0,1.0
politician_neutral_40.png,65.0,1.0
politician_neutral_46.png,34.0,1.0
politician_neutral_8.png,57.0,1.0
politician_neutral_106.png,61.0,1.0
politician_neutral_14.png,60.0,1.0
politician_neutral_76.png,,
