image,age_deepface,gender_deepface,race_deepface,emotion_deepface,face_confidence_deepface,gender_Woman,gender_Man,race_asian,race_indian,race_black,race_white,race_middle eastern,race_latino hispanic,emotion_angry,emotion_disgust,emotion_fear,emotion_happy,emotion_sad,emotion_surprise,emotion_neutral
judge_young_prompt_0_39.png,26,Man,latino hispanic,neutral,1.0,0.11977632,99.88022,6.837531,8.747969,2.037105,15.265131,10.274867,56.8374,0.43692648,8.9054265e-06,0.035496455,0.16552107,3.6555805,0.010552643,95.695915
judge_young_prompt_0_23.png,29,Man,white,neutral,1.0,0.10965228,99.89035,0.22418252,0.40551284,0.029771175,69.63995,17.115093,12.585491,0.03073372,1.9698947e-09,0.0002967657,2.550812,0.12514511,4.1615825e-05,97.29298
judge_young_prompt_0_44.png,28,Man,white,neutral,1.0,0.12753583,99.87247,11.71087,4.893688,1.189018,36.61561,14.7624445,30.828362,7.437115,0.00020091304,8.779762,0.40944633,6.940839,0.0031797034,76.42946
judge_young_prompt_1_40.png,32,Man,white,neutral,1.0,0.18914343,99.81085,0.27970648,1.3517592,0.13045624,53.541054,11.980514,32.716515,0.013134626,2.9402004e-13,0.0012167176,0.010297801,0.04470536,0.007487653,99.92316
judge_young_prompt_1_2.png,29,Man,latino hispanic,neutral,1.0,0.015269495,99.984726,30.431303,14.52481,3.8321548,3.587679,1.9543121,45.66974,1.1502347,2.4378318e-13,0.16507703,1.3439175e-06,0.33920744,0.00023319121,98.34525
judge_young_prompt_1_16.png,27,Man,asian,neutral,1.0,0.57259774,99.4274,99.5756,0.103484385,0.00088176486,0.015074734,3.60033e-05,0.30492833,0.16616762,2.9424455e-05,0.038944528,0.36925852,1.8002878,0.0010417942,97.624275
judge_young_prompt_0_9.png,26,Man,white,neutral,1.0,0.49142143,99.508575,2.448921,2.217254,0.4135175,56.28683,12.555623,26.077858,7.7581773,3.0874097e-07,0.074160054,0.45096642,4.3258862,0.009528612,87.38128
judge_young_prompt_0_16.png,28,Man,white,neutral,1.0,0.775934,99.22407,1.861385,1.0764436,0.19085576,62.727318,12.017606,22.126398,4.657342,0.0005653693,2.291847,1.9228576,9.109775,0.12532365,81.892296
judge_young_prompt_0_37.png,26,Man,white,neutral,1.0,3.7642014,96.2358,5.274583,2.4397871,0.71821463,42.220093,13.812928,35.534393,1.027249,5.2655713e-07,1.1865093,0.565724,1.4362631,0.0010521417,95.7832
judge_young_prompt_1_11.png,28,Man,latino hispanic,fear,1.0,0.29668686,99.70331,10.198237,9.281381,4.223941,10.484634,4.5772834,61.23452,18.932001,0.00027149898,47.179955,0.0691907,2.313856,27.328619,4.176106
