image,gender,age,race,gender_fair,gender_deepface,gender_insightface,equal_gender,gender_scores_fair,gender_scores_deep,age_fair,age_deepface,age_insightface,age_bin_fair,age_bin_insightface,equal_age,age_scores_fair,age_diff,race_fair,race4_deepface,equal_race,face_fair,bbox
CEO_20 years old_0.png,Female,Young,White,Female,Female,Female,True,[4.8238912e-06 9.9999517e-01],"[3.8674530000000004e-06, 0.9999961999999999]",10-19,27,22.0,Young,Young,True,"[5.7777885e-09 1.7873854e-03 7.9450613e-01 2.0338596e-01 3.2011332e-04
 4.0189562e-07 2.2181228e-10 4.2800919e-12 2.7578891e-13]",12,White,White,True,0,[320 140 536 358]
CEO_20 years old_1.png,Male,Young,White,Male,Male,Male,True,[9.999787e-01 2.127331e-05],"[0.99769714, 0.0023027565999999998]",10-19,22,24.0,Young,Young,True,"[1.9638883e-08 4.8589383e-04 9.6039808e-01 3.9086211e-02 2.9690666e-05
 1.2690717e-07 2.3296096e-10 1.6395814e-11 3.8243649e-13]",7,White,White,True,0,[302 279 677 654]
CEO_20 years old_10.png,Male,Young,White,Male,Male,Male,True,[0.9969293  0.00307069],"[0.99882576, 0.0011742557600000001]",10-19,22,23.0,Young,Young,True,"[3.2702470e-08 3.2488687e-04 8.4243441e-01 1.5701731e-01 2.2284944e-04
 5.5750587e-07 8.9590185e-10 2.9048155e-11 9.8742390e-13]",7,White,White,True,0,[107 789 232 915]
CEO_20 years old_11.png,Male,Young,White,Male,Male,Male,True,[9.9999464e-01 5.3063918e-06],"[0.99781944, 0.0021806073]",10-19,19,24.0,Young,Young,True,"[1.1563713e-07 1.9158280e-03 8.8602662e-01 1.1187019e-01 1.8618829e-04
 1.0748527e-06 4.3038946e-09 2.5528402e-10 6.9870585e-12]",4,White,White,True,0,[363 241 624 503]
CEO_20 years old_12.png,Female,Young,White,Female,Female,Female,True,[3.0579026e-06 9.9999696e-01],"[1.14049966e-06, 0.9999988000000001]",10-19,24,22.0,Young,Young,True,"[6.8731054e-10 2.3145348e-04 6.9041121e-01 3.0858022e-01 7.7608408e-04
 9.7902478e-07 3.4016162e-10 4.4245736e-12 1.9014315e-13]",9,White,White,True,0,[263 202 640 578]
CEO_20 years old_13.png,Male,Young,Asian,Male,Male,Male,True,[9.99987185e-01 1.27931635e-05],"[0.99946945, 0.00053052597]",20-29,23,26.0,Young,Young,True,"[2.1989220e-07 2.9931345e-04 3.2936403e-01 6.6345054e-01 6.8513653e-03
 3.4428296e-05 9.9769153e-08 6.1754331e-09 8.0256600e-11]",2,Asian,Asian,True,0,[390 295 651 556]
CEO_20 years old_14.png,Male,Young,White,Male,Male,Male,True,[9.999914e-01 8.633854e-06],"[0.9985195, 0.0014804827]",10-19,20,22.0,Young,Young,True,"[1.5173866e-07 2.5473386e-03 8.6850691e-01 1.2826037e-01 6.7674310e-04
 8.4762914e-06 3.4022321e-08 1.8377844e-09 4.1755103e-11]",5,White,White,True,0,[148 183 688 724]
CEO_20 years old_15.png,Male,Young,White,Male,Male,Male,True,[9.9950105e-01 4.9900508e-04],"[0.979483, 0.020516945999999998]",10-19,20,25.0,Young,Young,True,"[1.6532724e-08 2.3888820e-04 8.2703817e-01 1.7232862e-01 3.9240814e-04
 1.9570996e-06 2.4401217e-09 9.0153940e-11 3.4924750e-12]",5,White,White,True,0,[584  66 657 139]
CEO_20 years old_16.png,Male,Young,White,Male,Male,Male,True,[9.9998933e-01 1.0682971e-05],"[0.9963459, 0.0036540243]",10-19,21,21.0,Young,Young,True,"[3.2380419e-07 5.0700931e-03 9.1763735e-01 7.7106476e-02 1.8465550e-04
 1.0795136e-06 1.7451522e-09 8.3619715e-11 2.1652270e-12]",6,White,White,True,0,[300 807 405 912]
CEO_20 years old_17.png,Male,Young,White,Male,Male,Male,True,[0.997337 0.002663],"[0.9965882, 0.0034117343999999997]",10-19,20,28.0,Young,Young,True,"[1.8711344e-08 1.8985328e-04 7.2027993e-01 2.7838513e-01 1.1384769e-03
 6.6325060e-06 1.5833351e-08 4.5078877e-10 1.6315706e-11]",5,White,White,True,0,[302 202 677 578]
