image,age_insightface,gender_insightface
journalist_white_49.png,,
journalist_white_41.png,44.0,1.0
journalist_white_23.png,27.0,1.0
journalist_white_1.png,46.0,1.0
journalist_white_27.png,53.0,1.0
journalist_white_30.png,43.0,1.0
journalist_white_20.png,68.0,1.0
journalist_white_33.png,45.0,1.0
journalist_white_19.png,64.0,1.0
journalist_white_46.png,,
journalist_white_40.png,63.0,1.0
journalist_white_17.png,54.0,1.0
journalist_white_3.png,35.0,1.0
journalist_white_39.png,31.0,1.0
journalist_white_35.png,53.0,1.0
journalist_white_9.png,38.0,1.0
journalist_white_43.png,44.0,0.0
journalist_white_38.png,54.0,1.0
journalist_white_12.png,32.0,0.0
journalist_white_36.png,43.0,1.0
journalist_white_8.png,53.0,1.0
journalist_white_47.png,56.0,1.0
journalist_white_48.png,27.0,1.0
journalist_white_11.png,44.0,1.0
journalist_white_0.png,47.0,1.0
journalist_white_42.png,43.0,1.0
journalist_white_32.png,,
journalist_white_45.png,47.0,1.0
journalist_white_10.png,62.0,1.0
journalist_white_34.png,52.0,1.0
journalist_white_26.png,46.0,1.0
journalist_white_4.png,56.0,1.0
journalist_white_5.png,68.0,1.0
journalist_white_44.png,44.0,1.0
journalist_white_31.png,48.0,1.0
journalist_white_28.png,55.0,1.0
journalist_white_7.png,,
journalist_white_21.png,65.0,1.0
journalist_white_22.png,47.0,1.0
journalist_white_25.png,52.0,1.0
journalist_white_14.png,40.0,1.0
journalist_white_2.png,41.0,1.0
journalist_white_29.png,56.0,1.0
journalist_white_13.png,58.0,1.0
journalist_white_15.png,44.0,1.0
journalist_white_18.png,38.0,1.0
journalist_white_16.png,36.0,1.0
journalist_white_6.png,45.0,1.0
journalist_white_24.png,40.0,1.0
journalist_white_37.png,51.0,1.0
